episode_idx,time_sec,dr_E_m,dr_N_m,gt_E_m,gt_N_m,drift_m
7,26,-202.18361,264.48596,284.97333,483.7305,534.21906
7,27,-216.71669,272.5697,295.67426,502.0542,561.43353
7,28,-233.19295,275.44098,306.356,519.94806,592.3654
7,29,-249.61371,272.43207,317.1396,537.91565,625.8521
7,30,-265.70938,267.8152,328.00696,556.3793,660.1275
7,31,-281.92706,263.2864,338.8461,574.9332,694.61005
7,32,-298.19275,258.68518,349.465,593.24786,728.96686
7,33,-314.4158,253.90492,359.89337,610.8401,762.9519
7,34,-330.7919,248.99536,370.2603,628.2306,797.0531
7,35,-347.3287,243.98651,380.45105,645.1933,831.0417
7,36,-364.53488,239.16777,390.62326,662.67004,865.8048
7,37,-382.05374,234.54366,400.7648,679.9713,900.67236
7,38,-399.91415,229.92802,410.96426,697.42725,935.9911
7,39,-418.13828,225.12288,421.1756,714.84216,971.737
7,40,-436.7411,220.08961,431.35764,731.89056,1007.7379
7,41,-455.84567,214.83173,441.35934,748.54803,1043.9492
7,42,-476.10773,209.2959,451.37534,765.2376,1081.34
7,43,-496.73572,203.27231,461.3733,782.4152,1119.5443
7,44,-517.1621,196.96883,471.41177,799.7911,1157.8744
7,45,-538.03107,190.58072,481.60852,817.2114,1196.8003
7,46,-558.4276,184.37996,491.90805,834.50934,1235.2625
7,47,-577.7425,178.41042,502.22238,852.29816,1272.9685
7,48,-596.55493,172.56116,512.5162,869.26013,1309.7435
7,49,-614.87805,166.84822,522.8908,886.82404,1346.4335
7,50,-633.15045,160.67154,533.4446,904.7743,1383.7025
7,51,-650.43744,151.16615,543.97296,923.141,1422.1678
7,52,-665.8344,138.26807,554.3881,941.3252,1460.7682
7,53,-679.8228,123.381325,564.68243,958.9294,1498.9777
7,54,-693.4107,108.26292,574.68585,976.0847,1536.6143
7,55,-706.9176,93.17828,584.6327,992.8549,1574.014
7,56,-720.65106,77.70585,594.3215,1009.4374,1611.6068
7,57,-734.77155,61.470894,603.65717,1025.4972,1649.466
7,58,-748.903,44.647537,612.7555,1041.3247,1687.4475
7,59,-762.22314,28.22591,621.549,1056.8108,1724.1846
7,60,-778.0713,15.16972,630.3695,1071.8584,1760.7659
8,1,3.2027037,5.323682,9.754434,16.728275,13.152564
8,2,6.3198366,10.497023,20.373314,35.042908,28.284285
8,3,9.350608,15.624483,30.801699,52.63512,42.777756
8,4,12.366143,20.782331,41.16865,70.025635,57.048115
8,5,15.382455,25.975327,51.35939,86.98829,70.83023
8,6,18.77827,31.548294,61.531593,104.46507,84.526344
8,7,22.389624,37.27974,71.673134,121.76634,97.81027
8,8,26.218124,43.28674,81.87259,139.22223,110.91004
8,9,30.250381,49.682457,92.08393,156.63718,123.542305
8,10,34.492542,56.508102,102.26595,173.6856,135.36543
8,11,39.018295,63.860844,112.26766,190.34303,146.1616
8,12,44.20707,72.25568,122.28366,207.03261,155.75871
8,13,49.525013,81.2041,132.28163,224.21022,165.22533
8,14,54.741802,90.29442,142.3201,241.5861,174.8117
8,15,60.230736,99.80875,152.51686,259.00644,184.01259
8,16,65.51532,108.92842,162.81639,276.30438,193.60323
8,17,70.21171,117.12007,173.13072,294.09317,204.72372
8,18,74.63625,124.86802,183.42451,311.0551,215.6398
8,19,78.790344,132.15567,193.79915,328.61905,227.65079
8,20,82.81537,139.6235,204.35292,346.56934,239.99574
8,21,85.60183,148.10042,214.8813,364.936,252.4497
8,22,86.7403,157.309,225.29645,383.1202,264.93115
8,23,86.777054,166.92773,235.59076,400.72437,277.13965
8,24,86.60254,176.43901,245.5942,417.87976,289.0882
8,25,86.41199,185.8678,255.54103,434.64996,300.82755
8,26,86.16969,195.73505,265.22977,451.23242,311.99588
8,27,85.79935,206.42699,274.5655,467.29224,321.99896
8,28,85.22162,217.56529,283.6638,483.11972,331.50937
8,29,84.50969,227.86916,292.45734,498.60577,341.38034
8,30,85.781334,237.50473,301.27786,513.6534,350.28107
8,31,90.97969,244.68419,310.01263,528.29553,358.34454
8,32,98.735664,247.8198,318.53653,542.72034,367.80258
8,33,106.85101,249.20929,326.80063,557.07635,378.36487
8,34,115.128265,250.45485,334.75934,570.9051,388.4922
8,35,123.42667,251.60307,342.59348,584.18475,398.30222
8,36,131.9611,252.77263,350.2791,596.9855,407.60916
8,37,140.55086,253.94594,357.7597,609.23083,416.42172
8,38,149.7707,255.28159,365.1827,621.38,424.77097
8,39,158.75992,256.65863,372.75232,634.23615,434.00177
8,40,167.70796,258.03024,380.54077,647.4049,443.7459
8,41,177.04768,259.48672,388.4339,659.9341,452.8159
8,42,186.57504,260.83423,396.36734,673.7869,463.1876
8,43,195.98141,261.3262,404.37903,688.54834,475.3402
8,44,205.13763,261.44193,412.55716,702.8029,487.67038
8,45,214.19511,261.1544,420.89737,717.2006,500.7035
8,46,222.86748,258.4945,429.37442,731.56476,516.17883
8,47,229.43369,252.08318,437.78763,746.381,536.4156
8,48,231.92699,242.8005,446.30045,760.88354,560.6835
8,49,233.1023,232.77594,454.78976,775.6358,586.38055
8,50,235.09743,222.59398,463.3467,790.08093,611.6692
8,51,237.80927,212.3728,471.7333,804.3294,636.5007
8,52,240.94975,202.11215,479.84756,817.8153,660.426
8,53,244.22934,191.85443,487.4068,830.9299,683.77826
8,54,247.5873,181.31215,494.47916,843.8593,707.0533
8,55,250.95416,170.43669,501.4194,855.86475,729.7564
8,56,254.46417,159.08627,508.01367,867.4741,752.3966
8,57,257.44775,147.16458,514.4714,878.88336,775.5472
8,58,256.90494,134.42375,520.8987,890.2034,800.5595
8,59,253.13159,121.88095,527.299,901.67236,826.5848
8,60,249.29695,109.98589,533.51965,913.5188,852.31903
9,1,5.305232,4.2089877,7.8571415,13.167407,9.314802
9,2,11.645048,4.637999,16.38106,27.592178,23.437666
9,3,17.981396,3.6104817,24.645159,41.94821,38.91256
9,4,24.473349,2.4671524,32.603863,55.77697,53.926266
9,5,30.901031,1.2553439,40.43798,69.05663,68.46874
9,6,37.521065,-0.0017077923,48.123646,81.85732,82.54281
9,7,44.161312,-1.265601,55.604237,94.10269,96.05234
9,8,51.441418,-2.5901818,63.027233,106.25189,109.45697
9,9,58.647167,-3.8407197,70.59684,119.108,123.52807
9,10,65.90348,-5.099331,78.38529,132.2768,137.942
9,11,73.580734,-6.410413,86.27843,144.80592,151.74852
9,12,81.45742,-7.870926,94.21187,158.65877,167.01741
9,13,89.01808,-9.976331,102.22356,173.42017,183.8713
9,14,96.26612,-12.307701,110.40167,187.6748,200.48146
9,15,103.32073,-14.927514,118.74188,202.07246,217.54724
9,16,109.447296,-19.314672,127.218925,216.43663,236.4202
9,17,112.934845,-26.12147,135.63216,231.25282,258.3732
9,18,112.438385,-34.19184,144.14497,245.75539,281.73703
9,19,110.676125,-42.577682,152.6343,260.50766,305.97583
9,20,109.525375,-51.356068,161.19124,274.95282,330.3738
9,21,108.94179,-60.391075,169.57784,289.20126,354.81198
9,22,108.69475,-69.59796,177.6921,302.6872,378.62497
9,23,108.561615,-78.84596,185.25131,315.80176,402.03
9,24,108.41388,-88.388306,192.32367,328.73117,425.47565
9,25,108.180954,-98.24936,199.26392,340.73663,448.3356
9,26,107.933075,-108.60614,205.8582,352.34598,471.23898
9,27,107.0874,-119.34122,212.3159,363.75522,494.4241
9,28,103.06351,-129.82687,218.74321,375.07532,517.98456
9,29,96.37403,-139.27544,225.14352,386.54425,541.3575
9,30,89.85593,-148.10902,231.36417,398.39066,564.52325
9,31,84.330605,-157.1036,237.48552,410.32297,587.73236
9,32,79.58736,-166.19073,243.68472,421.97205,610.6254
9,33,75.22972,-174.78908,250.22414,433.15833,632.63184
9,34,71.01684,-182.83444,256.67065,444.1677,653.9106
9,35,66.77067,-191.11682,262.62872,454.7269,674.88855
9,36,62.466393,-199.78386,268.33716,464.48526,695.4396
9,37,58.07972,-208.34937,273.5064,473.48526,715.0574
9,38,53.530056,-217.3222,278.2575,481.84958,734.40015
9,39,49.061096,-226.52852,282.5857,488.93524,752.6102
9,40,44.52786,-236.39165,286.4433,495.54922,770.88293
9,41,39.72207,-247.13962,289.7452,500.98233,788.7953
9,42,35.214195,-257.4817,292.61407,506.24976,805.94073
9,43,30.862448,-267.64447,295.2879,510.99988,822.31854
9,44,26.970514,-276.94247,297.49374,514.95764,836.8325
9,45,23.255322,-285.94962,299.1038,517.92664,849.8879
9,46,19.488207,-295.08572,300.25272,520.0954,862.1769
9,47,15.419341,-304.1129,301.0245,521.4313,873.55225
9,48,10.979248,-313.34708,301.39355,521.89014,884.28595
9,49,6.626759,-322.8876,301.6321,522.2071,895.10516
9,50,2.2464576,-333.05066,301.70642,522.37994,906.33203
9,51,-2.219606,-343.684,301.79108,522.50867,917.9936
9,52,-6.808304,-354.58737,301.88998,522.6525,929.97015
9,53,-11.300847,-364.4449,301.98788,522.8089,940.9405
9,54,-15.712188,-373.69162,302.08325,523.03656,951.3755
9,55,-19.94557,-382.582,302.10718,523.29175,961.41833
9,56,-23.854929,-390.8188,302.1343,523.58594,970.77545
9,57,-27.644186,-398.72415,302.17477,523.8372,979.74493
9,58,-31.674984,-406.9036,302.2325,523.998,988.9752
9,59,-35.68059,-415.11755,302.29718,524.23175,998.30164
9,60,-39.729233,-423.47293,302.35468,524.4539,1007.76324
10,1,3.3934138,7.614887,5.5108895,10.736303,3.7718618
10,2,6.253175,15.162401,11.710097,22.385376,9.052589
10,3,8.872192,22.343292,18.249506,33.57164,14.629074
10,4,11.417911,29.047693,24.696037,44.581005,20.435078
10,5,13.952686,35.89489,30.654106,55.14023,25.481768
10,6,16.509401,43.082268,36.36255,64.89858,29.497442
10,7,19.154339,50.23636,41.531796,73.89857,32.56763
10,8,21.921585,57.81517,46.28287,82.26289,34.513237
10,9,24.62349,65.63349,50.611076,89.34857,35.18181
10,10,27.353489,74.10818,54.46869,95.962555,34.825966
10,11,30.273981,83.50649,57.770573,101.395645,32.803726
10,12,32.982063,92.52003,60.63946,106.66306,31.063759
10,13,35.608395,101.47106,63.31328,111.4132,29.434788
10,14,37.90933,109.55686,65.51913,115.370964,28.215328
10,15,40.097355,117.40079,67.12916,118.33999,27.048115
10,16,42.331047,125.41214,68.27808,120.50872,26.406292
10,17,44.83463,133.38445,69.04987,121.84462,26.824348
10,18,47.647243,141.62231,69.418945,122.30348,29.107117
10,19,50.367393,150.14857,69.657486,122.62043,33.614082
10,20,53.072853,159.28934,69.7318,122.793274,40.118362
10,21,55.821835,168.90529,69.81645,122.92199,48.06572
10,22,58.660347,178.8075,69.915375,123.06587,56.866547
10,23,61.48616,187.6767,70.01327,123.22221,65.01609
10,24,64.28038,195.94339,70.10862,123.44988,72.72742
10,25,66.94311,203.84003,70.132545,123.70507,80.1984
10,26,69.36493,211.05238,70.15969,123.999245,87.05677
10,27,71.70252,217.92651,70.20014,124.25054,93.68802
10,28,74.23222,225.10791,70.2579,124.41133,100.77498
10,29,76.73889,232.3191,70.32257,124.645065,107.86504
10,30,79.27523,239.67514,70.38006,124.86723,115.151985
10,31,81.97994,247.40704,70.44473,125.05649,122.89312
10,32,84.847855,255.4373,70.4955,125.32336,130.90314
10,33,87.76767,263.90967,70.51939,125.534515,139.446
10,34,90.864586,272.7657,70.53974,125.77314,148.39107
10,35,93.87271,281.10684,70.53974,126.106895,156.74632
10,36,96.67699,288.82425,70.52298,126.40695,164.5096
10,37,99.19967,296.42706,70.495834,126.713066,172.12422
10,38,100.183525,304.4467,70.47188,126.99116,179.92567
10,39,98.29999,312.18082,70.448296,127.191315,187.0744
10,40,94.17401,318.91385,70.4108,127.3973,192.98517
10,41,88.51633,324.4755,70.37361,127.54725,197.76222
10,42,81.41111,327.90372,70.34615,127.68641,200.52283
10,43,73.74637,328.0692,70.33937,127.8532,200.245
10,44,66.69878,325.01007,70.71058,128.3127,196.73828
10,45,60.508648,320.2486,71.70859,130.07744,190.50067
10,46,54.469917,314.93646,73.42514,133.33028,182.59274
10,47,48.16057,309.29727,75.533745,137.64064,173.82545
10,48,41.20398,303.41315,78.28463,142.44382,165.18504
10,49,33.580147,297.09604,81.254036,147.74559,156.77486
10,50,25.398943,290.6758,84.25047,153.26888,149.47966
10,51,17.616022,284.54956,87.80466,159.53548,143.37004
10,52,10.65337,279.03333,91.68454,166.43935,138.72078
10,53,3.5746775,273.3645,95.8918,173.53091,135.97498
10,54,-3.6726656,267.40106,100.63038,181.41719,135.17526
10,55,-10.972014,261.16888,105.988106,190.70619,136.54546
10,56,-18.117483,254.41322,111.936325,199.79025,141.05907
10,57,-25.169666,247.1517,118.314445,208.96819,148.47784
10,58,-32.041786,239.10205,124.76597,218.48102,158.15782
10,59,-38.9917,230.5994,131.16924,228.1164,170.17905
10,60,-45.79824,221.89575,137.50714,237.90085,184.0028
11,1,-8.505474,-0.337585,0.057889935,0.17224094,8.578527
11,2,-17.03056,-0.6368691,0.10865391,0.43910876,17.172955
11,3,-25.996742,-1.0647514,0.13254283,0.65027344,26.185509
11,4,-35.3079,-1.4687119,0.15290272,0.88889223,35.53909
11,5,-44.290848,-1.7708268,0.15290272,1.2226521,44.54445
11,6,-52.86979,-2.0386088,0.13613975,1.5227033,53.12543
11,7,-61.42969,-2.5473387,0.10899325,1.828823,61.694088
11,8,-69.79631,-4.7521653,0.085036464,2.106916,70.21716
11,9,-76.74667,-9.699675,0.061454654,2.3070667,77.74092
11,10,-81.812584,-16.48554,0.023956839,2.5130582,84.01289
11,11,-85.10664,-24.34019,-0.013233862,2.6630073,89.27519
11,12,-85.69787,-32.79628,-0.04068747,2.802165,92.75992
11,13,-82.80345,-40.52929,-0.047474094,2.9689574,93.49143
11,14,-76.92849,-46.35896,0.32373363,3.4284508,91.90589
11,15,-69.69901,-50.64722,1.3217472,5.1931915,90.34434
11,16,-61.99404,-54.557064,3.0383022,8.4460335,90.5461
11,17,-53.88252,-58.592976,5.146903,12.756393,92.6024
11,18,-45.31155,-63.15348,7.897786,17.559568,96.673836
11,19,-36.0944,-68.1783,10.867195,22.861343,102.43832
11,20,-26.582285,-73.69658,13.863629,28.384636,109.80185
11,21,-17.488142,-78.95445,17.417812,34.65123,118.84728
11,22,-9.261812,-83.67605,21.297699,41.5551,128.90587
11,23,-0.84772587,-88.446945,25.504961,48.646667,139.60345
11,24,7.906764,-93.25846,30.243538,56.532948,151.44768
11,25,16.93597,-98.00934,35.601265,65.821945,164.89113
11,26,26.408463,-102.396034,41.549484,74.90601,177.94737
11,27,36.326706,-106.48498,47.927605,84.08394,190.92169
11,28,46.92396,-110.07823,54.37913,93.59677,203.8114
11,29,57.97496,-113.56355,60.782387,103.23215,216.81387
11,30,69.16447,-116.82905,67.1203,113.0166,229.85474
11,31,81.61173,-120.3428,73.489235,123.23486,243.71306
11,32,94.076416,-124.19226,79.94961,134.09114,258.66943
11,33,106.47864,-127.94774,86.46431,145.32132,274.00098
11,34,119.192245,-131.51587,93.304276,156.83885,289.5145
11,35,132.20407,-135.16512,100.26692,168.34344,305.18423
11,36,144.53607,-138.62573,107.36521,180.32147,321.1059
11,37,155.79549,-141.82721,114.39245,192.99132,337.36874
11,38,166.0832,-144.64957,121.80144,205.2514,352.6919
11,39,176.57106,-147.37546,129.40398,217.59987,368.0105
11,40,187.56519,-150.13928,136.97537,229.30623,382.8031
11,41,197.99908,-152.28433,144.43332,241.72331,397.63214
11,42,208.24951,-153.90245,151.65,254.08174,411.89148
11,43,218.69672,-154.98718,158.55913,267.0022,426.25293
11,44,228.42453,-155.42589,165.05809,279.68784,439.70358
11,45,237.62492,-155.52187,171.45012,291.83777,452.22754
11,46,246.56773,-155.27356,177.85928,304.33917,464.72003
11,47,255.82875,-154.68788,184.71509,316.40353,476.42868
11,48,265.54416,-154.01755,191.976,328.5889,488.18158
11,49,274.8169,-153.20474,199.7412,341.13046,500.00366
11,50,283.3547,-151.71646,207.95683,354.45618,511.75735
11,51,290.4246,-147.93263,216.82169,367.96213,521.1188
11,52,294.21924,-141.73537,225.77121,381.99826,528.1875
11,53,293.19458,-135.15538,234.63412,396.73364,535.103
11,54,288.72455,-130.64502,243.36311,412.0497,544.58716
11,55,283.02066,-127.59142,252.26816,427.6489,556.09125
11,56,277.29465,-125.048325,261.32553,443.0755,568.3482
11,57,271.61926,-122.689476,270.4695,458.2578,580.94836
11,58,265.9604,-120.39875,279.53223,473.50714,594.0609
11,59,260.16742,-118.03912,288.49222,488.98404,607.68365
11,60,254.03069,-115.8001,297.5207,504.4231,621.7461
12,1,5.3963084,8.819637,5.724876,9.234403,0.5291379
12,2,10.87841,17.371971,12.185254,20.090677,3.0164888
12,3,16.040699,25.569962,18.699953,31.320856,6.3359623
12,4,21.075214,33.93626,25.53992,42.83839,9.958992
12,5,26.238043,42.519096,32.502563,54.342987,13.380905
12,6,31.130703,50.65002,39.600853,66.321014,17.813576
12,7,35.614952,58.044487,46.628098,78.99085,23.665155
12,8,39.663155,64.86168,54.03708,91.25094,30.050003
12,9,43.66577,71.81374,61.639626,103.59941,36.515587
12,10,47.87213,79.2567,69.21102,115.30578,41.891342
12,11,51.54333,86.468414,76.66897,127.722855,48.303482
12,12,54.92028,93.93635,83.88564,140.08128,54.48254
12,13,57.992294,101.819984,90.79477,153.00174,60.791233
12,14,60.39755,109.24738,97.29373,165.68736,67.42996
12,15,62.419403,116.31741,103.68576,177.83731,74.07841
12,16,64.120766,123.25923,110.094925,190.33871,81.322075
12,17,65.64239,130.57925,116.95074,202.40308,88.26782
12,18,67.213844,138.36261,124.21164,214.58842,95.17943
12,19,68.5656,145.7626,131.97684,227.13002,103.15833
12,20,69.22335,152.62718,140.19247,240.45572,112.91798
12,21,67.836296,158.7351,149.05733,253.96167,125.15972
12,22,64.05623,162.76627,158.00685,267.9978,141.06877
12,23,59.156933,163.32538,166.86977,282.7332,160.81131
12,24,55.12154,161.0533,175.59875,298.04922,182.4353
12,25,51.85001,157.60875,184.5038,313.64844,204.8058
12,26,48.96759,154.08826,193.56117,329.07504,226.99709
12,27,46.243343,150.5927,202.70514,344.25735,248.97046
12,28,43.57647,147.10455,211.76788,359.50668,270.9299
12,29,40.810368,143.50284,220.72784,374.98355,293.17847
12,30,38.01844,139.57516,229.75635,390.42264,315.7339
12,31,35.041237,135.35075,238.9161,405.8057,338.68988
12,32,31.947647,130.97943,247.86115,421.27924,361.79083
12,33,28.905079,126.66607,256.74243,436.68762,384.73785
12,34,25.259676,121.55389,265.57986,451.58588,408.2584
12,35,21.331736,115.97181,274.2784,466.45282,432.2256
12,36,17.27386,110.15533,282.90088,481.4704,456.5442
12,37,13.077665,104.02161,291.63156,496.25116,481.07825
12,38,8.466513,97.42572,300.47525,510.96384,506.2439
12,39,3.4705248,90.21377,308.24655,525.6903,531.5339
12,40,-1.56354,82.97079,315.97986,540.63007,557.033
12,41,-6.37032,76.160194,323.6144,555.2308,581.72034
12,42,-10.584353,70.23732,332.43497,569.69727,605.9064
12,43,-14.513809,64.673615,340.66104,583.8797,629.0661
12,44,-18.280891,59.243965,348.80865,598.0498,651.97125
12,45,-22.009787,53.846573,356.92532,611.7463,674.4212
12,46,-25.733633,48.481693,365.14124,625.4071,696.8688
12,47,-29.441635,43.178165,373.3614,638.5471,718.82855
12,48,-33.12166,37.9388,381.71844,651.87537,740.9524
12,49,-36.83356,32.65673,390.4912,664.9934,763.1881
12,50,-40.47103,27.345829,399.62656,677.6825,785.2539
12,51,-44.05195,22.052065,409.74377,689.48883,807.09503
12,52,-47.58945,16.843931,420.61453,700.3775,828.5126
12,53,-51.07095,11.742977,432.53024,710.10406,849.45764
12,54,-54.68227,6.793547,445.33496,718.4317,869.73914
12,55,-58.524082,1.8387828,458.6678,725.6837,889.62854
12,56,-62.482338,-3.2450829,472.32263,732.28204,909.4045
12,57,-66.575294,-8.427198,486.33035,738.27826,929.1252
12,58,-70.938156,-13.944316,500.4312,743.7738,948.9993
12,59,-75.46122,-19.837837,514.3488,749.12115,969.10986
12,60,-80.18181,-26.158497,527.77496,754.07513,989.1289
13,1,1.6421592,2.7681253,8.250456,13.83743,12.891822
13,2,3.0472636,5.125721,17.195492,29.310982,28.01962
13,3,4.217877,7.0978484,26.076765,44.71938,43.51081
13,4,5.867352,9.843651,34.914204,59.617603,57.62956
13,5,7.728235,12.98559,43.612762,74.48457,71.2027
13,6,9.733767,16.403158,52.235226,89.50213,84.55669
13,7,11.912989,20.19587,60.965916,104.282906,97.34895
13,8,14.465997,24.536715,69.80959,118.99558,109.47782
13,9,17.37775,29.536417,77.580894,133.72205,120.32899
13,10,20.367823,34.652405,85.3142,148.66183,131.21045
13,11,23.161291,39.35382,92.94874,163.26251,142.20988
13,12,25.427391,43.1349,101.7693,177.72897,154.73737
13,13,27.443462,46.525448,109.99539,191.91144,167.18823
13,14,29.323456,49.74823,118.143,206.08156,179.80272
13,15,31.172613,52.93262,126.25967,219.77805,192.03891
13,16,33.013435,56.086704,134.47559,233.43884,204.32413
13,17,34.834778,59.183212,142.69572,246.57886,216.22006
13,18,36.62791,62.216743,151.05278,259.90714,228.41748
13,19,38.44872,65.29541,159.82556,273.02515,240.59091
13,20,40.223003,68.37955,168.9609,285.71423,252.60208
13,21,41.95672,71.43391,179.07811,297.5206,264.41913
13,22,43.649094,74.40223,189.94887,308.40924,275.9763
13,23,45.288433,77.26256,201.86458,318.1358,287.2908
13,24,46.990974,80.02782,214.66931,326.4634,298.07135
13,25,48.851612,82.86109,228.00214,333.71542,308.2577
13,26,50.813137,85.834984,241.65698,340.31378,318.08932
13,27,52.884365,88.92818,255.6647,346.31,327.66638
13,28,55.196877,92.37728,269.76556,351.8055,336.66412
13,29,57.674377,96.190994,283.68317,357.1529,345.22614
13,30,60.34708,100.42561,297.1093,362.1069,352.89294
13,31,63.287285,105.10109,309.9791,366.8119,359.65176
13,32,66.30766,109.77425,322.02594,371.1513,365.6635
13,33,69.3895,114.50939,332.88837,374.3314,370.05286
13,34,72.50856,119.31935,342.60626,377.4234,373.59134
13,35,75.89472,124.599915,350.82925,381.0729,375.9886
13,36,79.35977,129.9496,358.26132,384.4994,377.59988
13,37,83.02674,135.63654,365.06943,387.8728,378.37973
13,38,86.92025,141.75168,371.35947,391.16617,378.30313
13,39,90.78174,147.99869,377.39764,394.6616,378.14185
13,40,94.40461,153.91344,384.00302,397.57556,378.4686
13,41,97.940605,159.59694,391.08374,400.77194,379.60278
13,42,101.031944,165.53423,399.15305,404.1253,381.84015
13,43,102.512955,171.79356,408.31528,407.52573,386.11487
13,44,101.535934,178.11034,417.9676,410.72992,392.7351
13,45,99.39844,184.36958,428.01642,414.13342,400.9753
13,46,96.97042,190.94586,439.00327,417.62857,410.331
13,47,94.70491,197.55179,450.95288,421.39276,420.73438
13,48,93.60661,204.41301,463.41077,425.56143,430.8848
13,49,95.23531,211.22789,475.78735,429.88937,438.8994
13,50,99.78882,216.99953,488.20078,435.50027,445.6528
13,51,106.151405,221.55048,501.28418,440.64783,451.81143
13,52,113.50104,224.80727,514.90045,445.54016,458.08786
13,53,121.147125,227.97823,528.9427,450.41394,464.51575
13,54,129.0791,231.39236,543.1099,454.4612,470.29907
13,55,137.19325,234.82576,557.52515,460.23587,476.95767
13,56,145.33022,237.93597,572.5078,465.92105,484.20853
13,57,154.01445,241.12057,588.81476,471.108,491.87958
13,58,163.1368,244.48141,605.51996,476.64896,499.6045
13,59,172.65456,247.67966,622.02026,482.63757,507.08456
13,60,181.91666,250.275,638.3122,488.44183,514.8013
14,1,6.7395573,2.640426,11.55638,4.1967764,5.0620165
14,2,13.186907,5.09204,23.60324,8.536186,10.970967
14,3,19.580276,7.510909,34.465652,11.716276,15.468016
14,4,25.94412,9.93245,44.18356,14.808291,18.87991
14,5,32.71408,12.548034,52.406548,18.457806,20.560123
14,6,39.60064,15.172599,59.838615,21.884295,21.32188
14,7,46.931705,17.983797,66.64671,25.257706,21.014072
14,8,54.742096,21.0304,72.93677,28.551077,19.687729
14,9,62.78998,24.293814,78.974945,32.04649,17.945948
14,10,70.6698,27.526539,85.58031,34.960464,16.660927
14,11,78.50021,30.675346,92.66103,38.15683,16.015661
14,12,86.12994,34.444485,100.73035,41.5102,16.220243
14,13,92.44122,39.83146,109.89257,44.91063,18.175465
14,14,96.24779,47.170803,119.54488,48.114822,23.316216
14,15,98.782616,55.2837,129.5937,51.518303,31.04032
14,16,101.22728,63.842358,140.58057,55.013466,40.33151
14,17,103.8637,72.319244,152.53017,58.77765,50.51534
14,18,107.89461,80.19243,164.98807,62.946335,59.64135
14,19,114.6805,85.958084,177.36465,67.27426,65.40939
14,20,123.59255,88.43341,189.77806,72.885185,67.98727
14,21,133.31175,88.32637,202.86147,78.03271,70.30734
14,22,143.01863,86.20875,216.47777,82.925064,73.53249
14,23,152.90262,83.80272,230.51996,87.79884,77.720146
14,24,163.16579,81.448845,244.68723,91.846115,82.1818
14,25,173.58405,78.99167,259.10242,97.620766,87.52391
14,26,183.8131,76.19575,274.0851,103.30594,94.254974
14,27,194.52025,73.1119,290.39203,108.49289,102.19204
14,28,205.68604,69.91415,307.09723,114.033844,110.59285
14,29,217.05899,66.29943,323.59756,120.02247,119.31736
14,30,227.8387,62.25781,339.88947,125.82673,128.82693
14,31,238.54431,57.770195,356.10623,131.83295,138.94638
14,32,249.324,53.038948,372.3428,137.7574,149.36815
14,33,260.3242,48.3605,388.31458,143.8923,159.7118
14,34,271.59726,44.67605,404.22772,150.24002,169.5128
14,35,283.4527,42.942574,420.93292,156.05486,178.03146
14,36,295.40192,42.936035,437.85373,161.83948,185.5547
14,37,307.1864,44.56464,454.69257,167.57553,192.06705
14,38,318.23602,48.873222,471.31253,173.19357,197.20033
14,39,327.42078,56.273823,487.76337,178.74165,201.76253
14,40,334.5904,65.65455,504.01645,184.39322,206.89142
14,41,340.7606,75.77396,519.9835,189.99484,212.52592
14,42,346.57275,86.240074,535.55994,195.17456,218.135
14,43,352.33817,97.152176,550.7459,200.4223,223.67465
14,44,358.44412,108.1503,565.4745,205.53793,228.79231
14,45,365.05942,119.42735,579.6341,210.90198,233.2593
14,46,372.2765,130.19167,592.79376,216.51402,236.81093
14,47,379.4087,140.50183,604.1451,223.22855,239.47893
14,48,386.1207,150.91617,614.1913,230.95288,241.70657
14,49,392.35156,161.56645,622.62,239.21799,243.00888
14,50,398.7539,172.10112,629.4895,247.63197,242.7835
14,51,408.27682,179.73544,634.83203,255.53206,238.89828
14,52,420.2436,182.27531,639.3159,261.68225,233.01962
14,53,432.62015,181.66457,644.52356,265.01044,227.70505
14,54,444.79993,179.0902,650.3471,265.3298,222.90562
14,55,456.92523,176.61546,656.2114,262.63965,217.06024
14,56,469.04044,174.38812,660.7515,255.81061,208.2853
14,57,480.97305,171.69121,664.6033,247.41039,198.62894
14,58,492.4911,167.10724,668.9716,237.42296,189.97282
14,59,502.58295,159.76257,674.1335,225.48344,183.70853
14,60,510.9068,150.53203,679.9628,213.05904,180.24863
15,1,7.708029,2.9036772,14.586552,5.372395,7.3081217
15,2,15.3418255,5.7043486,30.823126,11.296848,16.460459
15,3,22.839405,8.562809,46.794903,17.431767,25.544554
15,4,29.850391,11.955545,62.708065,23.77948,34.92037
15,5,36.236797,16.528442,79.41327,29.594307,45.110138
15,6,41.86423,21.942312,96.33405,35.37893,56.102623
15,7,46.657497,28.031635,113.172905,41.11499,67.789925
15,8,49.88785,35.03096,129.79286,46.73303,80.75735
15,9,50.848095,42.614296,146.24371,52.281105,95.884155
15,10,49.977375,50.217686,162.49678,57.932667,112.783585
15,11,48.30586,57.72581,178.46382,63.534306,130.28749
15,12,46.302658,65.26582,194.04027,68.71402,147.77785
15,13,44.042088,73.11134,209.22626,73.961754,165.18636
15,14,41.884167,81.22994,223.95483,79.077385,182.08339
15,15,39.80349,89.8788,238.11441,84.44143,198.38545
15,16,38.26116,98.55247,251.27408,90.053474,213.1824
